I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-292, -234, 58, 263, -175, -87, 575, 409, 165, -341, -644, -595, 
-273, -263, 9, 268, -141, -126, 585, 439, 175, -351, -634, -575, 
-234, -253, -19, 244, -107, -136, 624, 517, 224, -322, -624, -566, 
-214, -253, -39, 234, -87, -146, 683, 634, 322, -253, -585, -536, 
-185, -244, -58, 214, -63, -151, 712, 722, 409, -195, -536, -517, 
-165, -224, -58, 195, -53, -141, 732, 810, 478, -136, -488, -478, 
-156, -214, -58, 185, -48, -136, 751, 878, 517, -87, -429, -429, 
-126, -195, -68, 161, -29, -131, 741, 878, 527, -68, -400, -390, 
-117, -185, -68, 151, -24, -126, 741, 858, 507, -68, -370, -361, 
-117, -204, -87, 161, -14, -146, 761, 839, 488, -68, -351, -341, 
-107, -204, -97, 156, -4, -151, 780, 810, 429, -78, -341, -322, 
-107, -195, -87, 151, -9, -141, 761, 702, 331, -117, -341, -312, 
-117, -185, -68, 151, -24, -126, 692, 536, 175, -175, -361, -322, 
-126, -175, -48, 151, -39, -112, 653, 390, 58, -234, -370, -312, 
-136, -156, -19, 146, -58, -87, 614, 273, -29, -263, -361, -302, 
-146, -156, -9, 151, -68, -82, 566, 165, -117, -302, -361, -283, 
-126, -156, -29, 141, -48, -92, 478, 48, -195, -322, -351, -253, 
-97, -126, -29, 112, -34, -78, 361, -48, -253, -322, -312, -214, 
-58, -117, -58, 87, 0, -87, 273, -97, -283, -322, -292, -185, 
-48, -107, -58, 78, 4, -82, 204, -126, -312, -331, -283, -175, 
-19, -87, -68, 53, 24, -78, 126, -156, -341, -302, -253, -156, 
29, -39, -68, 4, 48, -53, 48, -165, -331, -263, -204, -117, 
48, -9, -58, -19, 53, -34, 9, -156, -312, -224, -165, -87, 
29, -29, -58, 0, 43, -43, -9, -136, -302, -214, -146, -68, 
29, -48, -78, 9, 53, -63, -48, -136, -292, -214, -126, -58, 
48, -48, -97, 0, 73, -73, -78, -136, -283, -204, -126, -39, 
68, -39, -107, -14, 87, -73, -87, -126, -273, -195, -117, -29, 
73, -53, -126, -9, 100, -90, -92, -136, -273, -185, -117, -39, 
78, -58, -136, -9, 107, -97, -97, -136, -273, -185, -117, -39, 
82, -63, -146, -9, 114, -104, -102, -136, -273, -185, -117, -39, 
87, -68, -156, -9, 122, -112, -107, -136, -273, -185, -117, -39, 
92, -58, -151, -17, 122, -104, -122, -141, -283, -185, -102, -34, 
97, -58, -156, -19, 126, -107, -126, -146, -283, -185, -97, -29, 
102, -58, -161, -21, 131, -109, -131, -151, -283, -185, -92, -24, 
107, -58, -165, -24, 136, -112, -136, -156, -283, -185, -87, -19, 
107, -68, -175, -19, 141, -122, -141, -156, -292, -185, -78, -9, 
107, -68, -175, -19, 141, -122, -146, -156, -292, -185, -78, -9, 
107, -68, -175, -19, 141, -122, -151, -156, -292, -185, -78, -9, 
107, -68, -175, -19, 141, -122, -156, -156, -292, -185, -78, -9, 
122, -58, -180, -31, 151, -119, -170, -165, -302, -175, -78, 0, 
126, -58, -185, -34, 156, -122, -175, -165, -302, -175, -78, 0, 
131, -58, -190, -36, 161, -124, -180, -165, -302, -175, -78, 0, 
136, -58, -195, -39, 165, -126, -185, -165, -302, -175, -78, 0, 
126, -63, -190, -31, 158, -126, -185, -175, -302, -175, -68, 4, 
126, -68, -195, -29, 161, -131, -185, -175, -302, -175, -68, 9, 
126, -73, -200, -26, 163, -136, -185, -175, -302, -175, -68, 14, 
126, -78, -204, -24, 165, -141, -185, -175, -302, -175, -68, 19, 
131, -87, -219, -21, 175, -153, -190, -180, -307, -185, -68, 9, 
136, -87, -224, -24, 180, -156, -195, -185, -312, -185, -68, 9, 
141, -87, -229, -26, 185, -158, -200, -190, -317, -185, -68, 9, 
146, -87, -234, -29, 190, -161, -204, -195, -322, -185, -68, 9, 
156, -78, -234, -39, 195, -156, -214, -190, -317, -180, -63, 24, 
156, -78, -234, -39, 195, -156, -214, -185, -312, -175, -58, 29, 
156, -78, -234, -39, 195, -156, -214, -180, -307, -170, -53, 34, 
156, -78, -234, -39, 195, -156, -214, -175, -302, -165, -48, 39, 
165, -78, -244, -43, 204, -161, -219, -175, -292, -156, -34, 53, 
165, -78, -244, -43, 204, -161, -224, -175, -292, -156, -29, 58, 
165, -78, -244, -43, 204, -161, -229, -175, -292, -156, -24, 63, 
165, -78, -244, -43, 204, -161, -234, -175, -292, -156, -19, 68, 
175, -68, -244, -53, 209, -156, -239, -165, -292, -146, -4, 82, 
185, -68, -253, -58, 219, -161, -244, -165, -292, -146, 0, 87, 
195, -68, -263, -63, 229, -165, -248, -165, -292, -146, 4, 92, 
204, -68, -273, -68, 239, -170, -253, -165, -292, -146, 9, 97, 
214, -63, -278, -75, 246, -170, -253, -165, -287, -136, 24, 107, 
224, -58, -283, -82, 253, -170, -253, -165, -283, -136, 29, 117, 
234, -53, -287, -90, 261, -170, -253, -165, -278, -136, 34, 126, 
244, -48, -292, -97, 268, -170, -253, -165, -273, -136, 39, 136, 
244, -39, -283, -102, 263, -161, -253, -156, -273, -122, 53, 146, 
244, -39, -283, -102, 263, -161, -253, -156, -273, -117, 58, 156, 
244, -39, -283, -102, 263, -161, -253, -156, -273, -112, 63, 165, 
244, -39, -283, -102, 263, -161, -253, -156, -273, -107, 68, 175, 
253, -24, -278, -114, 265, -151, -239, -151, -258, -102, 87, 195, 
263, -19, -283, -122, 273, -151, -234, -146, -253, -97, 97, 204, 
273, -14, -287, -129, 280, -151, -229, -141, -248, -92, 107, 214, 
283, -9, -292, -136, 287, -151, -224, -136, -244, -87, 117, 224, 
273, -19, -292, -126, 283, -156, -234, -131, -253, -78, 131, 244, 
273, -19, -292, -126, 283, -156, -234, -126, -253, -78, 136, 253, 
273, -19, -292, -126, 283, -156, -234, -122, -253, -78, 141, 263, 
273, -19, -292, -126, 283, -156, -234, -117, -253, -78, 146, 273, 
292, -14, -307, -139, 300, -161, -244, -122, -263, -78, 151, 283, 
302, -9, -312, -146, 307, -161, -244, -126, -263, -78, 156, 283, 
312, -4, -317, -153, 314, -161, -244, -131, -263, -78, 161, 283, 
322, 0, -322, -161, 322, -161, -244, -136, -263, -78, 165, 283, 
336, -9, -346, -163, 341, -178, -248, -151, -273, -87, 165, 297, 
341, -9, -351, -165, 346, -180, -253, -156, -283, -97, 165, 302, 
346, -9, -356, -168, 351, -183, -258, -161, -292, -107, 165, 307, 
351, -9, -361, -170, 356, -185, -263, -165, -302, -117, 165, 312, 
356, -29, -385, -163, 370, -207, -278, -175, -312, -107, 175, 326, 
361, -39, -400, -161, 380, -219, -283, -175, -312, -107, 185, 331, 
366, -48, -414, -158, 390, -231, -287, -175, -312, -107, 195, 336, 
370, -58, -429, -156, 400, -244, -292, -175, -312, -107, 204, 341, 
385, -53, -439, -165, 412, -246, -317, -190, -326, -117, 219, 356, 
390, -48, -439, -170, 414, -244, -331, -195, -331, -117, 224, 370, 
395, -43, -439, -175, 417, -241, -346, -200, -336, -117, 229, 385, 
400, -39, -439, -180, 419, -239, -361, -204, -341, -117, 234, 400, 
409, -29, -439, -190, 424, -234, -385, -224, -356, -112, 248, 424, 
419, -19, -439, -200, 429, -229, -409, -234, -361, -107, 263, 439, 
429, -9, -439, -209, 434, -224, -434, -244, -366, -102, 278, 453, 
439, 0, -439, -219, 439, -219, -458, -253, -370, -97, 292, 468, 
448, 0, -448, -224, 448, -224, -488, -273, -385, -112, 283, 468, 
448, 0, -448, -224, 448, -224, -507, -292, -400, -117, 283, 468, 
448, 0, -448, -224, 448, -224, -527, -312, -414, -122, 283, 468, 
448, 0, -448, -224, 448, -224, -546, -331, -429, -126, 283, 468, 
458, 9, -448, -234, 453, -219, -561, -341, -439, -131, 292, 478, 
468, 9, -458, -239, 463, -224, -566, -351, -448, -136, 292, 478, 
478, 9, -468, -244, 473, -229, -570, -361, -458, -141, 292, 478, 
488, 9, -478, -248, 483, -234, -575, -370, -468, -146, 292, 478, 
478, 24, -453, -251, 466, -214, -585, -370, -478, -136, 307, 497, 
478, 29, -448, -253, 463, -209, -585, -370, -478, -136, 312, 507, 
478, 34, -444, -256, 461, -204, -585, -370, -478, -136, 317, 517, 
478, 39, -439, -258, 458, -200, -585, -370, -478, -136, 322, 527, 
468, 29, -439, -248, 453, -204, -590, -380, -488, -141, 322, 517, 
458, 29, -429, -244, 444, -200, -595, -390, -497, -146, 322, 517, 
448, 29, -419, -239, 434, -195, -600, -400, -507, -151, 322, 517, 
439, 29, -409, -234, 424, -190, -605, -409, -517, -156, 322, 517, 
424, 19, -405, -222, 414, -192, -614, -419, -522, -156, 322, 507, 
419, 19, -400, -219, 409, -190, -614, -429, -527, -156, 322, 507, 
414, 19, -395, -217, 405, -187, -614, -439, -531, -156, 322, 507, 
409, 19, -390, -214, 400, -185, -614, -448, -536, -156, 322, 507, 
400, 34, -366, -217, 383, -165, -619, -448, -527, -151, 326, 507, 
400, 39, -361, -219, 380, -161, -624, -448, -527, -146, 331, 507, 
400, 43, -356, -222, 378, -156, -629, -448, -527, -141, 336, 507, 
400, 48, -351, -224, 375, -151, -634, -448, -527, -136, 341, 507, 
390, 58, -331, -224, 361, -136, -619, -439, -512, -126, 341, 497, 
390, 68, -322, -229, 356, -126, -614, -439, -507, -117, 341, 497, 
390, 78, -312, -234, 351, -117, -610, -439, -502, -107, 341, 497, 
390, 87, -302, -239, 346, -107, -605, -439, -497, -97, 341, 497, 
375, 102, -273, -239, 324, -85, -595, -424, -488, -87, 341, 492, 
370, 107, -263, -239, 317, -78, -585, -419, -478, -78, 341, 488, 
366, 112, -253, -239, 309, -70, -575, -414, -468, -68, 341, 483, 
361, 117, -244, -239, 302, -63, -566, -409, -458, -58, 341, 478, 
351, 126, -224, -239, 287, -48, -556, -395, -448, -48, 331, 463, 
341, 126, -214, -234, 278, -43, -546, -390, -439, -48, 322, 448, 
331, 126, -204, -229, 268, -39, -536, -385, -429, -48, 312, 434, 
322, 126, -195, -224, 258, -34, -527, -380, -419, -48, 302, 419, 
302, 117, -185, -209, 244, -34, -502, -370, -405, -43, 287, 405, 
292, 117, -175, -204, 234, -29, -488, -361, -390, -39, 283, 390, 
283, 117, -165, -200, 224, -24, -473, -351, -375, -34, 278, 375, 
273, 117, -156, -195, 214, -19, -458, -341, -361, -29, 273, 361, 
258, 126, -131, -192, 195, -2, -444, -331, -351, -29, 248, 336, 
