I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-48, -107, -58, 78, 4, -82, 48, -117, -214, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 48, -117, -214, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 48, -117, -214, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 48, -117, -214, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 48, -117, -214, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 48, -117, -214, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 48, -117, -214, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 48, -117, -214, -341, -78, -156, 
-39, -97, -58, 68, 9, -78, 39, -117, -224, -341, -87, -165, 
-39, -97, -58, 68, 9, -78, 39, -117, -224, -341, -87, -165, 
-39, -97, -58, 68, 9, -78, 39, -117, -224, -341, -87, -165, 
-39, -97, -58, 68, 9, -78, 39, -117, -224, -341, -87, -165, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -78, -165, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -78, -165, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -78, -165, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -78, -165, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -78, -156, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -87, -156, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -87, -156, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -87, -156, 
-48, -107, -58, 78, 4, -82, 39, -107, -224, -341, -87, -156, 
-48, -97, -48, 73, 0, -73, 39, -107, -234, -341, -87, -165, 
-48, -97, -48, 73, 0, -73, 39, -107, -234, -341, -87, -165, 
-48, -97, -48, 73, 0, -73, 39, -107, -234, -341, -87, -165, 
-48, -97, -48, 73, 0, -73, 39, -107, -234, -341, -87, -165, 
-48, -97, -48, 73, 0, -73, 39, -107, -224, -341, -87, -165, 
-48, -97, -48, 73, 0, -73, 39, -107, -224, -341, -87, -165, 
-48, -97, -48, 73, 0, -73, 39, -107, -224, -341, -87, -165, 
-48, -97, -48, 73, 0, -73, 39, -107, -224, -341, -87, -165, 
-48, -107, -58, 78, 4, -82, 29, -107, -234, -341, -87, -165, 
-48, -107, -58, 78, 4, -82, 29, -107, -234, -341, -87, -165, 
-48, -107, -58, 78, 4, -82, 29, -107, -234, -341, -87, -165, 
-48, -107, -58, 78, 4, -82, 29, -107, -234, -341, -87, -165, 
-58, -107, -48, 82, -4, -78, 39, -107, -234, -341, -87, -165, 
-58, -107, -48, 82, -4, -78, 39, -107, -234, -341, -87, -165, 
-58, -107, -48, 82, -4, -78, 39, -107, -234, -341, -87, -165, 
-58, -107, -48, 82, -4, -78, 39, -107, -234, -341, -87, -165, 
-48, -107, -58, 78, 4, -82, 29, -107, -234, -341, -87, -175, 
-48, -107, -58, 78, 4, -82, 29, -107, -234, -341, -87, -175, 
-48, -107, -58, 78, 4, -82, 29, -107, -234, -341, -87, -175, 
-48, -107, -58, 78, 4, -82, 29, -107, -234, -341, -87, -180, 
-58, -107, -48, 82, -4, -78, 29, -117, -229, -341, -87, -175, 
-58, -107, -48, 82, -4, -78, 29, -117, -229, -341, -87, -170, 
-58, -107, -48, 82, -4, -78, 29, -117, -229, -341, -87, -165, 
-58, -107, -48, 82, -4, -78, 34, -117, -229, -341, -87, -161, 
-48, -107, -58, 78, 4, -82, 34, -117, -229, -336, -97, -165, 
-48, -102, -53, 75, 2, -78, 34, -117, -229, -336, -97, -165, 
-48, -102, -53, 75, 2, -78, 34, -107, -224, -336, -97, -165, 
-48, -92, -43, 70, -2, -68, 34, -107, -224, -336, -92, -165, 
-53, -87, -34, 70, -9, -61, 34, -97, -229, -341, -92, -161, 
-53, -78, -24, 65, -14, -51, 43, -97, -224, -331, -82, -161, 
-53, -63, -9, 58, -21, -36, 48, -92, -219, -326, -82, -156, 
-53, -53, 0, 53, -26, -26, 53, -87, -214, -326, -82, -151, 
-48, -43, 4, 46, -26, -19, 58, -78, -209, -317, -68, -151, 
-48, -34, 14, 41, -31, -9, 58, -78, -209, -312, -68, -151, 
-48, -29, 19, 39, -34, -4, 58, -78, -209, -312, -63, -146, 
-48, -24, 24, 36, -36, 0, 63, -73, -209, -307, -63, -146, 
-48, -29, 19, 39, -34, -4, 63, -73, -204, -307, -63, -146, 
-48, -24, 24, 36, -36, 0, 63, -78, -204, -307, -63, -146, 
-48, -19, 29, 34, -39, 4, 63, -78, -204, -307, -63, -146, 
-48, -14, 34, 31, -41, 9, 63, -78, -204, -307, -63, -146, 
-39, -9, 29, 24, -34, 9, 73, -78, -195, -302, -63, -146, 
-39, -4, 34, 21, -36, 14, 73, -78, -195, -302, -63, -146, 
-34, 0, 34, 17, -34, 17, 73, -78, -190, -297, -63, -141, 
-34, 14, 48, 9, -41, 31, 73, -73, -190, -297, -53, -141, 
-43, 34, 78, 4, -61, 56, 63, -73, -195, -292, -48, -141, 
-39, 53, 92, -7, -65, 73, 58, -63, -190, -283, -43, -131, 
-29, 68, 97, -19, -63, 82, 53, -63, -180, -278, -39, -126, 
-29, 78, 107, -24, -68, 92, 48, -63, -175, -263, -29, -117, 
-19, 82, 102, -31, -61, 92, 43, -68, -175, -263, -29, -107, 
-9, 87, 97, -39, -53, 92, 24, -73, -175, -268, -29, -107, 
-9, 87, 97, -39, -53, 92, 9, -78, -180, -268, -29, -107, 
-9, 82, 92, -36, -51, 87, 4, -82, -185, -273, -29, -107, 
-4, 82, 87, -39, -46, 85, 4, -97, -190, -273, -34, -112, 
-4, 82, 87, -39, -46, 85, 0, -102, -190, -273, -34, -112, 
-4, 73, 78, -34, -41, 75, 0, -102, -190, -273, -34, -112, 
-4, 68, 73, -31, -39, 70, 4, -102, -190, -273, -34, -112, 
-4, 53, 58, -24, -31, 56, 9, -87, -190, -278, -34, -112, 
-4, 39, 43, -17, -24, 41, 9, -87, -190, -278, -34, -112, 
0, 34, 34, -17, -17, 34, 9, -87, -190, -278, -39, -112, 
0, 29, 29, -14, -14, 29, 9, -82, -190, -278, -39, -112, 
0, 24, 24, -12, -12, 24, 14, -73, -185, -278, -39, -107, 
0, 24, 24, -12, -12, 24, 14, -73, -185, -278, -39, -107, 
0, 9, 9, -4, -4, 9, 14, -73, -185, -278, -39, -107, 
-4, 4, 9, 0, -7, 7, 14, -73, -185, -283, -39, -107, 
-9, -9, 0, 9, -4, -4, 19, -58, -195, -273, -39, -97, 
-9, -24, -14, 17, 2, -19, 24, -58, -195, -283, -43, -112, 
-14, -39, -24, 26, 4, -31, 29, -58, -195, -283, -43, -117, 
-19, -43, -24, 31, 2, -34, 29, -68, -195, -287, -48, -122, 
-24, -53, -29, 39, 2, -41, 19, -87, -209, -302, -73, -136, 
-29, -68, -39, 48, 4, -53, 19, -87, -229, -312, -82, -146, 
-34, -82, -48, 58, 7, -65, 14, -102, -239, -322, -92, -151, 
-39, -97, -58, 68, 9, -78, 14, -117, -248, -331, -102, -161, 
-48, -117, -68, 82, 9, -92, 14, -122, -258, -351, -112, -180, 
-48, -117, -68, 82, 9, -92, 14, -122, -258, -351, -112, -180, 
-58, -117, -58, 87, 0, -87, 14, -126, -258, -356, -117, -180, 
-58, -122, -63, 90, 2, -92, 14, -126, -258, -361, -117, -180, 
-58, -117, -58, 87, 0, -87, 9, -131, -268, -361, -122, -190, 
-58, -117, -58, 87, 0, -87, 9, -131, -268, -361, -126, -190, 
-58, -122, -63, 90, 2, -92, 9, -136, -268, -361, -126, -185, 
-58, -122, -63, 90, 2, -92, 9, -136, -268, -366, -122, -185, 
-58, -131, -73, 95, 7, -102, 9, -136, -268, -366, -122, -185, 
-58, -131, -73, 95, 7, -102, 9, -136, -268, -361, -122, -185, 
-58, -131, -73, 95, 7, -102, 9, -136, -268, -361, -122, -185, 
-58, -131, -73, 95, 7, -102, 9, -136, -268, -361, -122, -185, 
-58, -131, -73, 95, 7, -102, 9, -136, -268, -370, -122, -185, 
-58, -131, -73, 95, 7, -102, 9, -136, -268, -370, -122, -185, 
-58, -131, -73, 95, 7, -102, 9, -131, -268, -370, -122, -190, 
-63, -131, -68, 97, 2, -100, 9, -131, -268, -370, -122, -190, 
-63, -131, -68, 97, 2, -100, 9, -122, -278, -361, -122, -190, 
-63, -131, -68, 97, 2, -100, 9, -122, -278, -361, -122, -190, 
-63, -131, -68, 97, 2, -100, 9, -122, -273, -361, -122, -190, 
-63, -131, -68, 97, 2, -100, 9, -122, -273, -361, -122, -190, 
-53, -131, -78, 92, 12, -104, 9, -131, -273, -361, -122, -190, 
-53, -136, -82, 95, 14, -109, 9, -131, -273, -361, -122, -190, 
-53, -136, -82, 95, 14, -109, 9, -126, -273, -361, -122, -190, 
-53, -131, -78, 92, 12, -104, 9, -126, -273, -361, -126, -190, 
-53, -131, -78, 92, 12, -104, 9, -126, -263, -361, -126, -190, 
-58, -131, -73, 95, 7, -102, 9, -117, -263, -361, -126, -180, 
-58, -146, -87, 102, 14, -117, 19, -107, -258, -361, -126, -190, 
-48, -151, -102, 100, 26, -126, 34, -87, -248, -356, -126, -204, 
-48, -170, -122, 109, 36, -146, 53, -48, -234, -366, -136, -200, 
-48, -204, -156, 126, 53, -180, 73, 9, -214, -370, -141, -195, 
-39, -219, -180, 129, 70, -200, 107, 68, -200, -370, -141, -209, 
-48, -209, -161, 129, 56, -185, 146, 117, -170, -361, -141, -224, 
-53, -200, -146, 126, 46, -173, 180, 136, -146, -366, -156, -244, 
-43, -175, -131, 109, 43, -153, 180, 112, -146, -366, -156, -244, 
-24, -141, -117, 82, 46, -129, 161, 92, -122, -326, -131, -219, 
-14, -87, -73, 51, 29, -80, 126, 92, -68, -248, -68, -165, 
-4, -24, -19, 14, 7, -21, 87, 102, 14, -136, 0, -102, 
9, 43, 34, -26, -12, 39, 29, 78, 92, -24, 102, -29, 
43, 122, 78, -82, -17, 100, -43, 39, 170, 122, 219, 73, 
87, 234, 146, -161, -29, 190, -161, -34, 253, 297, 356, 185, 
141, 341, 200, -241, -29, 270, -302, -131, 331, 458, 502, 307, 
200, 463, 263, -331, -31, 363, -444, -229, 405, 634, 649, 424, 
234, 600, 366, -417, -65, 483, -575, -336, 478, 810, 795, 536, 
268, 722, 453, -495, -92, 588, -692, -463, 541, 980, 917, 658, 
283, 829, 546, -556, -131, 688, -814, -614, 566, 1122, 1029, 756, 
283, 932, 649, -607, -183, 790, -946, -741, 566, 1249, 1112, 819, 
263, 1029, 766, -646, -251, 897, -1044, -824, 566, 1337, 1171, 868, 
200, 1078, 878, -639, -339, 978, -1073, -893, 517, 1371, 1176, 868, 
141, 1054, 912, -597, -385, 983, -1068, -961, 419, 1337, 1132, 819, 
136, 956, 819, -546, -341, 888, -1093, -1005, 336, 1254, 1049, 761, 
136, 829, 692, -483, -278, 761, -1117, -1019, 234, 1102, 922, 668, 
107, 688, 580, -397, -236, 634, -1107, -1029, 97, 888, 761, 556, 
82, 517, 434, -300, -175, 475, -1049, -1000, -19, 629, 590, 414, 
53, 341, 287, -197, -117, 314, -951, -912, -126, 361, 375, 248, 
19, 185, 165, -102, -73, 175, -829, -834, -268, 78, 165, 92, 
-19, 82, 102, -31, -61, 92, -722, -805, -473, -214, -9, -43, 
-39, 34, 73, 2, -56, 53, -644, -790, -658, -458, -136, -131, 
-48, -29, 19, 39, -34, -4, -570, -741, -717, -590, -195, -185, 
-48, -78, -29, 63, -9, -53, -488, -649, -658, -580, -195, -200, 
-58, -87, -29, 73, -14, -58, -400, -570, -595, -536, -200, -214, 
-68, -102, -34, 85, -17, -68, -322, -492, -541, -517, -204, -214, 
-78, -117, -39, 97, -19, -78, -248, -429, -512, -488, -195, -224, 
-68, -117, -48, 92, -9, -82, -200, -370, -463, -468, -180, -224, 
-68, -122, -53, 95, -7, -87, -161, -307, -424, -434, -161, -219, 
-53, -122, -68, 87, 7, -95, -122, -239, -375, -405, -141, -209, 
-53, -112, -58, 82, 2, -85, -92, -175, -322, -370, -126, -195, 
-48, -122, -73, 85, 12, -97, -58, -126, -292, -366, -112, -195, 
-39, -122, -82, 80, 21, -102, -24, -92, -273, -370, -112, -195, 
-39, -122, -82, 80, 21, -102, 0, -82, -268, -361, -117, -190, 
-39, -126, -87, 82, 24, -107, 9, -73, -268, -361, -117, -190, 
-39, -117, -78, 78, 19, -97, 4, -73, -263, -366, -122, -190, 
-48, -117, -68, 82, 9, -92, 4, -73, -258, -361, -122, -200, 
-48, -117, -68, 82, 9, -92, 9, -58, -244, -361, -122, -195, 
-48, -117, -68, 82, 9, -92, 19, -48, -229, -361, -122, -195, 
-48, -117, -68, 82, 9, -92, 24, -39, -219, -356, -122, -195, 
-48, -117, -68, 82, 9, -92, 29, -19, -219, -356, -107, -185, 
-48, -117, -68, 82, 9, -92, 43, -19, -214, -356, -107, -185, 
-48, -122, -73, 85, 12, -97, 48, -24, -214, -356, -112, -185, 
-48, -122, -73, 85, 12, -97, 53, -24, -214, -356, -112, -185, 
-39, -122, -82, 80, 21, -102, 53, -34, -214, -356, -102, -185, 
-39, -122, -82, 80, 21, -102, 53, -34, -209, -356, -102, -185, 
-39, -122, -82, 80, 21, -102, 58, -34, -209, -356, -97, -185, 
-39, -122, -82, 80, 21, -102, 58, -24, -204, -351, -92, -185, 
-39, -122, -82, 80, 21, -102, 68, -14, -209, -351, -102, -185, 
-39, -122, -82, 80, 21, -102, 68, -9, -209, -351, -97, -185, 
-39, -122, -82, 80, 21, -102, 73, -9, -209, -351, -97, -185, 
-34, -122, -87, 78, 26, -104, 73, -9, -209, -346, -102, -185, 
-43, -122, -78, 82, 17, -100, 63, -14, -204, -346, -102, -185, 
-43, -122, -78, 82, 17, -100, 63, -14, -204, -346, -97, -185, 
-43, -122, -78, 82, 17, -100, 68, -14, -204, -346, -92, -185, 
-43, -122, -78, 82, 17, -100, 68, -14, -204, -346, -87, -185, 
-34, -117, -82, 75, 24, -100, 68, -14, -204, -346, -97, -180, 
-34, -117, -82, 75, 24, -100, 68, -4, -204, -341, -97, -180, 
-34, -117, -82, 75, 24, -100, 73, -4, -204, -341, -97, -180, 
-34, -117, -82, 75, 24, -100, 73, -4, -204, -336, -97, -180, 
-34, -107, -73, 70, 19, -90, 73, 0, -214, -346, -107, -180, 
-34, -107, -73, 70, 19, -90, 78, 0, -209, -346, -107, -180, 
-34, -107, -73, 70, 19, -90, 78, 0, -209, -341, -107, -175, 
-29, -107, -78, 68, 24, -92, 78, 4, -209, -341, -107, -175, 
-39, -117, -78, 78, 19, -97, 78, 4, -200, -331, -102, -175, 
-39, -117, -78, 78, 19, -97, 82, 4, -200, -326, -102, -175, 
-39, -112, -73, 75, 17, -92, 82, 9, -200, -326, -97, -175, 
-39, -112, -73, 75, 17, -92, 82, 9, -195, -322, -92, -175, 
-34, -112, -78, 73, 21, -95, 92, 9, -195, -331, -102, -175, 
-34, -107, -73, 70, 19, -90, 97, 14, -195, -326, -102, -175, 
-34, -107, -73, 70, 19, -90, 97, 19, -195, -326, -102, -175, 
-34, -107, -73, 70, 19, -90, 97, 19, -190, -326, -102, -175, 
-34, -97, -63, 65, 14, -80, 97, 29, -190, -317, -92, -161, 
-34, -92, -58, 63, 12, -75, 102, 39, -180, -312, -87, -161, 
-34, -92, -58, 63, 12, -75, 102, 39, -180, -312, -87, -161, 
-34, -92, -58, 63, 12, -75, 102, 39, -175, -307, -87, -161, 
-34, -92, -58, 63, 12, -75, 107, 29, -175, -307, -87, -161, 
-34, -92, -58, 63, 12, -75, 107, 39, -170, -307, -87, -156, 
-34, -92, -58, 63, 12, -75, 107, 39, -170, -302, -87, -156, 
-34, -92, -58, 63, 12, -75, 107, 39, -161, -297, -87, -156, 
-29, -87, -58, 58, 14, -73, 107, 48, -156, -297, -78, -165, 
-29, -82, -53, 56, 12, -68, 107, 48, -151, -297, -78, -165, 
-29, -82, -53, 56, 12, -68, 107, 48, -146, -287, -78, -161, 
-29, -82, -53, 56, 12, -68, 107, 53, -141, -287, -73, -156, 
-29, -78, -48, 53, 9, -63, 112, 53, -136, -287, -82, -156, 
