I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-9, -29, -19, 19, 4, -24, -48, 156, 175, 78, 48, 58, 
-9, -29, -19, 19, 4, -24, -48, 156, 175, 78, 48, 58, 
-9, -29, -19, 19, 4, -24, -48, 156, 175, 78, 48, 58, 
-9, -29, -19, 19, 4, -24, -48, 156, 175, 78, 48, 58, 
0, -19, -19, 9, 9, -19, -43, 165, 185, 78, 48, 63, 
0, -19, -19, 9, 9, -19, -39, 165, 185, 78, 48, 68, 
0, -19, -19, 9, 9, -19, -34, 165, 185, 78, 48, 73, 
0, -19, -19, 9, 9, -19, -29, 165, 185, 78, 48, 78, 
0, -19, -19, 9, 9, -19, -39, 165, 175, 73, 48, 78, 
0, -19, -19, 9, 9, -19, -39, 165, 175, 68, 48, 78, 
0, -19, -19, 9, 9, -19, -39, 165, 175, 63, 48, 78, 
0, -19, -19, 9, 9, -19, -39, 165, 175, 58, 48, 78, 
9, -19, -29, 4, 19, -24, -29, 175, 185, 48, 48, 87, 
9, -19, -29, 4, 19, -24, -29, 175, 185, 48, 48, 87, 
9, -19, -29, 4, 19, -24, -29, 175, 185, 48, 48, 87, 
9, -19, -29, 4, 19, -24, -29, 175, 185, 48, 48, 87, 
0, -19, -19, 9, 9, -19, -29, 185, 185, 48, 48, 78, 
0, -19, -19, 9, 9, -19, -29, 185, 185, 48, 48, 78, 
0, -19, -19, 9, 9, -19, -29, 185, 185, 48, 48, 78, 
0, -19, -19, 9, 9, -19, -29, 185, 185, 48, 48, 78, 
0, -19, -19, 9, 9, -19, -29, 195, 175, 39, 39, 78, 
0, -19, -19, 9, 9, -19, -29, 195, 175, 39, 39, 78, 
0, -19, -19, 9, 9, -19, -29, 195, 175, 39, 39, 78, 
0, -19, -19, 9, 9, -19, -29, 195, 175, 39, 39, 78, 
0, -19, -19, 9, 9, -19, -19, 204, 180, 39, 48, 78, 
0, -19, -19, 9, 9, -19, -19, 204, 185, 39, 48, 78, 
0, -19, -19, 9, 9, -19, -19, 204, 190, 39, 48, 78, 
0, -19, -19, 9, 9, -19, -19, 204, 195, 39, 48, 78, 
9, -29, -39, 9, 24, -34, -19, 209, 204, 48, 58, 78, 
9, -29, -39, 9, 24, -34, -19, 214, 204, 48, 58, 78, 
9, -29, -39, 9, 24, -34, -19, 219, 204, 48, 58, 78, 
9, -29, -39, 9, 24, -34, -19, 224, 204, 48, 58, 78, 
9, -19, -29, 4, 19, -24, -29, 224, 204, 34, 48, 78, 
9, -19, -29, 4, 19, -24, -29, 224, 204, 29, 48, 78, 
9, -19, -29, 4, 19, -24, -29, 224, 204, 24, 48, 78, 
9, -19, -29, 4, 19, -24, -29, 224, 204, 19, 48, 78, 
9, -9, -19, 0, 14, -14, -39, 229, 204, 9, 48, 78, 
9, -9, -19, 0, 14, -14, -39, 234, 204, 9, 48, 78, 
9, -9, -19, 0, 14, -14, -39, 239, 204, 9, 48, 78, 
9, -9, -19, 0, 14, -14, -39, 244, 204, 9, 48, 78, 
4, -14, -19, 4, 12, -17, -29, 253, 214, 9, 48, 78, 
0, -19, -19, 9, 9, -19, -29, 253, 214, 9, 48, 78, 
-4, -24, -19, 14, 7, -21, -29, 253, 214, 9, 48, 78, 
-9, -29, -19, 19, 4, -24, -29, 253, 214, 9, 48, 78, 
0, -19, -19, 9, 9, -19, -34, 253, 204, -4, 39, 68, 
0, -19, -19, 9, 9, -19, -39, 253, 204, -9, 39, 68, 
0, -19, -19, 9, 9, -19, -43, 253, 204, -14, 39, 68, 
0, -19, -19, 9, 9, -19, -48, 253, 204, -19, 39, 68, 
0, -29, -29, 14, 14, -29, -43, 258, 204, -19, 29, 68, 
0, -29, -29, 14, 14, -29, -39, 263, 204, -19, 29, 68, 
0, -29, -29, 14, 14, -29, -34, 268, 204, -19, 29, 68, 
0, -29, -29, 14, 14, -29, -29, 273, 204, -19, 29, 68, 
0, -29, -29, 14, 14, -29, -34, 273, 195, -24, 19, 68, 
0, -29, -29, 14, 14, -29, -39, 273, 195, -29, 19, 68, 
0, -29, -29, 14, 14, -29, -43, 273, 195, -34, 19, 68, 
0, -29, -29, 14, 14, -29, -48, 273, 195, -39, 19, 68, 
-9, -34, -24, 21, 7, -29, -43, 283, 185, -39, 19, 58, 
-9, -39, -29, 24, 9, -34, -39, 283, 185, -39, 19, 58, 
-9, -43, -34, 26, 12, -39, -34, 283, 185, -39, 19, 58, 
-9, -48, -39, 29, 14, -43, -29, 283, 185, -39, 19, 58, 
-9, -58, -48, 34, 19, -53, -34, 278, 170, -53, 4, 53, 
-9, -58, -48, 34, 19, -53, -39, 273, 165, -58, 0, 48, 
-9, -58, -48, 34, 19, -53, -43, 268, 161, -63, -4, 43, 
