I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
9, 0, -9, -4, 9, -4, 0, 146, 68, 19, 48, 19, 
9, 0, -9, -4, 9, -4, 0, 146, 68, 19, 48, 19, 
9, 0, -9, -4, 9, -4, 0, 146, 68, 19, 48, 19, 
9, 0, -9, -4, 9, -4, 0, 146, 68, 19, 48, 19, 
9, 9, 0, -9, 4, 4, -4, 136, 68, 29, 43, 14, 
9, 9, 0, -9, 4, 4, -9, 136, 68, 29, 39, 9, 
9, 9, 0, -9, 4, 4, -14, 136, 68, 29, 34, 4, 
9, 9, 0, -9, 4, 4, -19, 136, 68, 29, 29, 0, 
0, 0, 0, 0, 0, 0, -4, 141, 78, 29, 39, 4, 
0, 0, 0, 0, 0, 0, 0, 146, 78, 29, 39, 9, 
0, 0, 0, 0, 0, 0, 4, 151, 78, 29, 39, 14, 
0, 0, 0, 0, 0, 0, 9, 156, 78, 29, 39, 19, 
9, 9, 0, -9, 4, 4, 4, 146, 68, 19, 29, 14, 
9, 9, 0, -9, 4, 4, 0, 146, 68, 19, 29, 9, 
9, 9, 0, -9, 4, 4, -4, 146, 68, 19, 29, 4, 
9, 9, 0, -9, 4, 4, -9, 146, 68, 19, 29, 0, 
9, 0, -9, -4, 9, -4, -4, 156, 78, 19, 29, 0, 
9, 0, -9, -4, 9, -4, 0, 156, 78, 19, 29, 0, 
9, 0, -9, -4, 9, -4, 4, 156, 78, 19, 29, 0, 
9, 0, -9, -4, 9, -4, 9, 156, 78, 19, 29, 0, 
9, 0, -9, -4, 9, -4, 0, 146, 78, 9, 19, -9, 
9, 0, -9, -4, 9, -4, 0, 146, 78, 9, 19, -9, 
9, 0, -9, -4, 9, -4, 0, 146, 78, 9, 19, -9, 
9, 0, -9, -4, 9, -4, 0, 146, 78, 9, 19, -9, 
0, 0, 0, 0, 0, 0, 9, 156, 78, 9, 9, -19, 
0, 0, 0, 0, 0, 0, 9, 156, 78, 9, 9, -19, 
0, 0, 0, 0, 0, 0, 9, 156, 78, 9, 9, -19, 
0, 0, 0, 0, 0, 0, 9, 156, 78, 9, 9, -19, 
-9, -9, 0, 9, -4, -4, 9, 146, 68, 4, 0, -29, 
-9, -9, 0, 9, -4, -4, 9, 146, 68, 0, 0, -29, 
-9, -9, 0, 9, -4, -4, 9, 146, 68, -4, 0, -29, 
-9, -9, 0, 9, -4, -4, 9, 146, 68, -9, 0, -29, 
-9, -9, 0, 9, -4, -4, 0, 136, 58, -19, -9, -34, 
-9, -9, 0, 9, -4, -4, 0, 136, 58, -19, -9, -39, 
-9, -9, 0, 9, -4, -4, 0, 136, 58, -19, -9, -43, 
-9, -9, 0, 9, -4, -4, 0, 136, 58, -19, -9, -48, 
-9, -19, -9, 14, 0, -14, 0, 126, 58, -29, -19, -48, 
-9, -19, -9, 14, 0, -14, 0, 126, 58, -29, -19, -48, 
-9, -19, -9, 14, 0, -14, 0, 126, 58, -29, -19, -48, 
-9, -19, -9, 14, 0, -14, 0, 126, 58, -29, -19, -48, 
-9, -19, -9, 14, 0, -14, -29, 117, 39, -29, -39, -87, 
-9, -9, 0, 9, -4, -4, 0, 126, 39, -29, -39, -68, 
-19, -9, 9, 14, -14, 0, 39, 126, 39, -39, -39, -58, 
-39, -19, 19, 29, -29, 0, 19, 107, 29, -58, -48, -78, 
-29, -19, 9, 24, -19, -4, 0, 97, 9, -68, -68, -87, 
-39, -29, 9, 34, -24, -9, 0, 87, 0, -87, -78, -97, 
-39, -19, 19, 29, -29, 0, 58, 97, 9, -97, -78, -58, 
-48, -29, 19, 39, -34, -4, 68, 78, -19, -136, -107, -78, 
-78, -48, 29, 63, -53, -9, 19, 58, -48, -185, -175, -156, 
-117, -58, 58, 87, -87, 0, 68, 87, -48, -234, -234, -185, 
-156, -58, 97, 107, -126, 19, 156, 126, -29, -273, -283, -204, 
-185, -58, 126, 122, -156, 34, 175, 126, -29, -302, -331, -244, 
-195, -48, 146, 122, -170, 48, 185, 97, -48, -322, -341, -224, 
-204, -39, 165, 122, -185, 63, 156, 39, -107, -351, -351, -234, 
-234, -19, 214, 126, -224, 97, 136, -39, -195, -400, -380, -224, 
-253, 19, 273, 117, -263, 146, 117, -126, -273, -429, -390, -214, 
-273, 68, 341, 102, -307, 204, 117, -204, -331, -439, -380, -185, 
-273, 117, 390, 78, -331, 253, 58, -322, -429, -468, -400, -195, 
-263, 165, 429, 48, -346, 297, -9, -458, -556, -497, -400, -165, 
-244, 195, 439, 24, -341, 317, -48, -556, -653, -497, -370, -117, 
-244, 195, 439, 24, -341, 317, -48, -614, -702, -497, -341, -87, 
-253, 165, 419, 43, -336, 292, -97, -683, -761, -517, -361, -126, 
-253, 136, 390, 58, -322, 263, -136, -761, -829, -556, -380, -156, 
-234, 68, 302, 82, -268, 185, -126, -771, -868, -605, -409, -175, 
-234, -39, 195, 136, -214, 78, -97, -751, -917, -683, -497, -234, 
-234, -175, 58, 204, -146, -58, -117, -751, -966, -790, -614, -361, 
-253, -283, -29, 268, -112, -156, -68, -722, -985, -878, -722, -429, 
-263, -361, -97, 312, -82, -229, 0, -692, -1005, -966, -810, -488, 
-283, -439, -156, 361, -63, -297, 29, -702, -1034, -1083, -917, -566, 
-302, -527, -224, 414, -39, -375, 19, -722, -1083, -1210, -1024, -663, 
-322, -595, -273, 458, -24, -434, 97, -702, -1093, -1298, -1083, -673, 
-341, -644, -302, 492, -19, -473, 136, -692, -1093, -1346, -1132, -692, 
-322, -673, -351, 497, 14, -512, 136, -683, -1093, -1376, -1171, -722, 
-312, -683, -370, 497, 29, -527, 117, -692, -1093, -1395, -1190, -732, 
-312, -663, -351, 488, 19, -507, 107, -712, -1083, -1395, -1180, -702, 
-292, -624, -331, 458, 19, -478, 97, -712, -1073, -1376, -1141, -653, 
-234, -575, -341, 405, 53, -458, 58, -741, -1083, -1356, -1093, -595, 
-175, -517, -341, 346, 82, -429, -19, -780, -1083, -1317, -1034, -536, 
-136, -448, -312, 292, 87, -380, -9, -810, -1093, -1278, -936, -419, 
-107, -380, -273, 244, 82, -326, -9, -868, -1141, -1259, -878, -341, 
-78, -341, -263, 209, 92, -302, -136, -956, -1200, -1229, -849, -380, 
-68, -292, -224, 180, 78, -258, -146, -936, -1190, -1171, -790, -341, 
-68, -234, -165, 151, 48, -200, -19, -858, -1141, -1112, -732, -224, 
-87, -214, -126, 151, 19, -170, -87, -878, -1161, -1102, -741, -283, 
-87, -204, -117, 146, 14, -161, -156, -907, -1151, -1073, -741, -331, 
-78, -165, -87, 122, 4, -126, -87, -888, -1122, -1024, -683, -253, 
-68, -156, -87, 112, 9, -122, -136, -907, -1122, -1005, -663, -273, 
-39, -175, -136, 107, 48, -156, -253, -927, -1122, -976, -644, -302, 
-19, -165, -146, 92, 63, -156, -204, -849, -1044, -888, -556, -214, 
-29, -136, -107, 82, 39, -122, -175, -732, -917, -761, -478, -165, 
-29, -136, -107, 82, 39, -122, -165, -614, -790, -644, -409, -165, 
-19, -126, -107, 73, 43, -117, -146, -527, -683, -527, -331, -146, 
-19, -107, -87, 63, 34, -97, -156, -458, -575, -429, -263, -136, 
-39, -87, -48, 63, 4, -68, -97, -361, -468, -341, -195, -107, 
-58, -97, -39, 78, -9, -68, -29, -263, -370, -283, -146, -87, 
-68, -107, -39, 87, -14, -73, -68, -224, -302, -244, -136, -126, 
-58, -87, -29, 73, -14, -58, -9, -117, -195, -175, -68, -68, 
-29, -39, -9, 34, -9, -24, 39, -9, -97, -87, 9, 9, 
-9, -19, -9, 14, 0, -14, -48, 9, -58, -19, 29, -19, 
9, -9, -19, 0, 14, -14, -58, 39, -19, 19, 48, -19, 
39, 0, -39, -19, 39, -19, 0, 97, 29, 48, 78, 29, 
58, 0, -58, -29, 58, -29, -39, 97, 58, 68, 87, 9, 
78, 0, -78, -39, 78, -39, -78, 107, 87, 87, 107, -9, 
78, 19, -58, -48, 68, -19, -29, 156, 126, 117, 146, 29, 
78, 39, -39, -58, 58, 0, -39, 175, 165, 136, 165, 48, 
78, 48, -29, -63, 53, 9, -78, 175, 175, 165, 175, 39, 
78, 58, -19, -68, 48, 19, -48, 185, 185, 185, 195, 97, 
78, 58, -19, -68, 48, 19, -58, 175, 175, 185, 195, 82, 
78, 58, -19, -68, 48, 19, -58, 165, 175, 185, 195, 78, 
78, 58, -19, -68, 48, 19, -58, 156, 175, 185, 195, 73, 
78, 58, -19, -68, 48, 19, -58, 146, 175, 185, 195, 68, 
82, 68, -14, -75, 48, 26, -63, 156, 190, 190, 209, 78, 
87, 68, -19, -78, 53, 24, -68, 165, 195, 195, 214, 78, 
92, 68, -24, -80, 58, 21, -73, 175, 200, 200, 219, 78, 
97, 68, -29, -82, 63, 19, -78, 185, 204, 204, 224, 78, 
107, 78, -29, -92, 68, 24, -78, 185, 214, 219, 229, 92, 
107, 78, -29, -92, 68, 24, -78, 185, 214, 224, 234, 97, 
107, 78, -29, -92, 68, 24, -78, 185, 214, 229, 239, 102, 
107, 78, -29, -92, 68, 24, -78, 185, 214, 234, 244, 107, 
112, 82, -29, -97, 70, 26, -87, 200, 224, 239, 258, 122, 
117, 87, -29, -102, 73, 29, -87, 204, 234, 244, 263, 126, 
122, 92, -29, -107, 75, 31, -87, 209, 244, 248, 268, 131, 
126, 97, -29, -112, 78, 34, -87, 214, 253, 253, 273, 136, 
136, 117, -19, -126, 78, 48, -82, 229, 263, 273, 283, 151, 
146, 126, -19, -136, 82, 53, -78, 234, 273, 283, 292, 156, 
156, 136, -19, -146, 87, 58, -73, 239, 283, 292, 302, 161, 
165, 146, -19, -156, 92, 63, -68, 244, 292, 302, 312, 165, 
156, 161, 4, -158, 75, 82, -63, 253, 302, 307, 317, 175, 
156, 165, 9, -161, 73, 87, -58, 263, 312, 312, 322, 175, 
156, 170, 14, -163, 70, 92, -53, 273, 322, 317, 326, 175, 
156, 175, 19, -165, 68, 97, -48, 283, 331, 322, 331, 175, 
146, 161, 14, -153, 65, 87, -58, 283, 326, 312, 322, 165, 
146, 156, 9, -151, 68, 82, -58, 283, 322, 312, 322, 165, 
146, 151, 4, -148, 70, 78, -58, 283, 317, 312, 322, 165, 
146, 146, 0, -146, 73, 73, -58, 283, 312, 312, 322, 165, 
151, 151, 0, -151, 75, 75, -68, 292, 322, 322, 331, 180, 
156, 156, 0, -156, 78, 78, -68, 292, 331, 331, 341, 185, 
161, 161, 0, -161, 80, 80, -68, 292, 341, 341, 351, 190, 
165, 165, 0, -165, 82, 82, -68, 292, 351, 351, 361, 195, 
170, 180, 9, -175, 80, 95, -82, 283, 361, 366, 366, 204, 
175, 185, 9, -180, 82, 97, -87, 283, 361, 370, 370, 214, 
180, 190, 9, -185, 85, 100, -92, 283, 361, 375, 375, 224, 
