I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-234, 390, 624, -78, -429, 507, 361, 741, 702, 771, 478, 214, 
-234, 390, 624, -78, -429, 507, 361, 741, 702, 771, 478, 214, 
-234, 390, 624, -78, -429, 507, 361, 741, 702, 771, 478, 214, 
-234, 390, 624, -78, -429, 507, 361, 741, 702, 771, 478, 214, 
-400, 297, 697, 51, -549, 497, 473, 639, 483, 458, 136, -87, 
-556, 214, 771, 170, -663, 492, 575, 546, 273, 146, -204, -380, 
-712, 131, 844, 290, -778, 488, 678, 453, 63, -165, -546, -673, 
-868, 48, 917, 409, -893, 483, 780, 361, -146, -478, -888, -966, 
-956, -14, 941, 485, -949, 463, 844, 253, -317, -688, -1078, -1122, 
-1034, -68, 966, 551, -1000, 448, 907, 156, -478, -897, -1268, -1278, 
-1112, -122, 990, 617, -1051, 434, 971, 58, -639, -1107, -1459, -1434, 
-1190, -175, 1015, 683, -1102, 419, 1034, -39, -800, -1317, -1649, -1590, 
-1195, -229, 966, 712, -1080, 368, 1098, 9, -766, -1302, -1639, -1595, 
-1200, -273, 927, 736, -1063, 326, 1151, 58, -741, -1298, -1629, -1600, 
-1205, -317, 888, 761, -1046, 285, 1205, 107, -717, -1293, -1620, -1605, 
-1210, -361, 849, 785, -1029, 244, 1259, 156, -692, -1288, -1610, -1610, 
-1171, -375, 795, 773, -983, 209, 1278, 239, -585, -1185, -1498, -1537, 
-1132, -390, 741, 761, -936, 175, 1288, 312, -488, -1083, -1395, -1464, 
-1093, -405, 688, 749, -890, 141, 1298, 385, -390, -980, -1293, -1390, 
-1054, -419, 634, 736, -844, 107, 1307, 458, -292, -878, -1190, -1317, 
-1015, -419, 595, 717, -805, 87, 1293, 497, -234, -800, -1107, -1244, 
-976, -419, 556, 697, -766, 68, 1278, 536, -175, -732, -1034, -1180, 
-936, -419, 517, 678, -727, 48, 1263, 575, -117, -663, -961, -1117, 
-897, -419, 478, 658, -688, 29, 1249, 614, -58, -595, -888, -1054, 
-844, -385, 458, 614, -651, 36, 1210, 629, -29, -551, -819, -976, 
-790, -361, 429, 575, -610, 34, 1180, 644, -9, -507, -751, -907, 
-736, -336, 400, 536, -568, 31, 1151, 658, 9, -463, -683, -839, 
-683, -312, 370, 497, -527, 29, 1122, 673, 29, -419, -614, -771, 
-639, -283, 356, 461, -497, 36, 1093, 644, 4, -390, -561, -712, 
-595, -263, 331, 429, -463, 34, 1063, 614, -9, -370, -517, -663, 
-551, -244, 307, 397, -429, 31, 1034, 585, -24, -351, -473, -614, 
-507, -224, 283, 366, -395, 29, 1005, 556, -39, -331, -429, -566, 
-478, -219, 258, 348, -368, 19, 1005, 531, -73, -346, -409, -536, 
-458, -214, 244, 336, -351, 14, 1005, 517, -97, -351, -400, -517, 
-439, -209, 229, 324, -334, 9, 1005, 502, -122, -356, -390, -497, 
-419, -204, 214, 312, -317, 4, 1005, 488, -146, -361, -380, -478, 
-395, -185, 209, 290, -302, 12, 1019, 488, -146, -341, -356, -453, 
-380, -175, 204, 278, -292, 14, 1024, 488, -146, -331, -341, -429, 
-366, -165, 200, 265, -283, 17, 1029, 488, -146, -322, -326, -405, 
-351, -156, 195, 253, -273, 19, 1034, 488, -146, -312, -312, -380, 
-336, -146, 190, 241, -263, 21, 1054, 473, -151, -302, -292, -366, 
-322, -146, 175, 234, -248, 14, 1063, 458, -156, -292, -283, -351, 
-307, -146, 161, 226, -234, 7, 1073, 444, -161, -283, -273, -336, 
-292, -146, 146, 219, -219, 0, 1083, 429, -165, -273, -263, -322, 
-283, -165, 117, 224, -200, -24, 1098, 395, -185, -283, -253, -317, 
-283, -175, 107, 229, -195, -34, 1112, 370, -195, -283, -253, -312, 
-283, -185, 97, 234, -190, -43, 1127, 346, -204, -283, -253, -307, 
-283, -195, 87, 239, -185, -53, 1141, 322, -214, -283, -253, -302, 
-278, -219, 58, 248, -168, -80, 1151, 297, -234, -287, -253, -297, 
-273, -234, 39, 253, -156, -97, 1151, 283, -244, -292, -253, -292, 
-268, -248, 19, 258, -143, -114, 1151, 268, -253, -297, -253, -287, 
-263, -263, 0, 263, -131, -131, 1151, 253, -263, -302, -253, -283, 
-248, -258, -9, 253, -119, -134, 1098, 229, -263, -283, -234, -263, 
-234, -253, -19, 244, -107, -136, 1044, 204, -263, -273, -224, -253, 
-219, -248, -29, 234, -95, -139, 990, 180, -263, -263, -214, -244, 
-204, -244, -39, 224, -82, -141, 936, 156, -263, -253, -204, -234, 
-190, -219, -29, 204, -80, -124, 854, 117, -273, -239, -180, -214, 
-175, -204, -29, 190, -73, -117, 771, 78, -273, -224, -165, -195, 
-161, -190, -29, 175, -65, -109, 688, 39, -273, -209, -151, -175, 
-146, -175, -29, 161, -58, -102, 605, 0, -273, -195, -136, -156, 
-117, -156, -39, 136, -39, -97, 492, -58, -292, -185, -112, -126, 
-97, -136, -39, 117, -29, -87, 380, -107, -302, -175, -97, -107, 
-78, -117, -39, 97, -19, -78, 268, -156, -312, -165, -82, -87, 
-58, -97, -39, 78, -9, -68, 156, -204, -322, -156, -68, -68, 
-29, -82, -53, 56, 12, -68, 68, -209, -307, -131, -43, -43, 
0, -68, -68, 34, 34, -68, -9, -214, -292, -107, -19, -19, 
29, -53, -82, 12, 56, -68, -87, -219, -278, -82, 4, 4, 
58, -39, -97, -9, 78, -68, -165, -224, -263, -58, 29, 29, 
68, -24, -92, -21, 80, -58, -170, -209, -248, -43, 43, 48, 
78, -19, -97, -29, 87, -58, -175, -195, -234, -29, 58, 58, 
87, -14, -102, -36, 95, -58, -180, -180, -219, -14, 73, 68, 
97, -9, -107, -43, 102, -58, -185, -165, -204, 0, 87, 78, 
112, 0, -112, -56, 112, -56, -200, -175, -195, 4, 97, 82, 
117, 0, -117, -58, 117, -58, -204, -175, -195, 9, 97, 87, 
122, 0, -122, -61, 122, -61, -209, -175, -195, 14, 97, 92, 
126, 0, -126, -63, 126, -63, -214, -175, -195, 19, 97, 97, 
131, 9, -122, -70, 126, -56, -219, -175, -185, 24, 102, 102, 
136, 9, -126, -73, 131, -58, -224, -175, -185, 29, 107, 107, 
141, 9, -131, -75, 136, -61, -229, -175, -185, 34, 112, 112, 
146, 9, -136, -78, 141, -63, -234, -175, -185, 39, 117, 117, 
161, 19, -141, -90, 151, -61, -248, -185, -185, 48, 122, 131, 
165, 19, -146, -92, 156, -63, -253, -185, -185, 48, 126, 136, 
170, 19, -151, -95, 161, -65, -258, -185, -185, 48, 131, 141, 
175, 19, -156, -97, 165, -68, -263, -185, -185, 48, 136, 146, 
180, 19, -161, -100, 170, -70, -278, -195, -185, 58, 141, 151, 
185, 19, -165, -102, 175, -73, -283, -195, -185, 58, 146, 156, 
190, 19, -170, -104, 180, -75, -287, -195, -185, 58, 151, 161, 
195, 19, -175, -107, 185, -78, -292, -195, -185, 58, 156, 165, 
204, 29, -175, -117, 190, -73, -307, -204, -185, 58, 161, 180, 
214, 29, -185, -122, 200, -78, -312, -204, -185, 58, 165, 185, 
224, 29, -195, -126, 209, -82, -317, -204, -185, 58, 170, 190, 
234, 29, -204, -131, 219, -87, -322, -204, -185, 58, 175, 195, 
248, 29, -219, -139, 234, -95, -336, -219, -195, 68, 180, 200, 
253, 29, -224, -141, 239, -97, -341, -224, -195, 68, 185, 204, 
258, 29, -229, -143, 244, -100, -346, -229, -195, 68, 190, 209, 
263, 29, -234, -146, 248, -102, -351, -234, -195, 68, 195, 214, 
268, 39, -229, -153, 248, -95, -370, -248, -200, 68, 204, 219, 
273, 39, -234, -156, 253, -97, -380, -253, -204, 68, 204, 224, 
