I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-48, -156, -107, 102, 29, -131, 39, 87, 29, -58, -78, -214, 
-48, -156, -107, 102, 29, -131, 39, 87, 29, -58, -78, -214, 
-48, -156, -107, 102, 29, -131, 39, 87, 29, -58, -78, -214, 
-48, -156, -107, 102, 29, -131, 39, 87, 29, -58, -78, -214, 
-48, -146, -97, 97, 24, -122, 29, 87, 29, -58, -78, -204, 
-48, -146, -97, 97, 24, -122, 29, 87, 29, -58, -78, -204, 
-48, -146, -97, 97, 24, -122, 29, 87, 29, -58, -78, -204, 
-48, -146, -97, 97, 24, -122, 29, 87, 29, -58, -78, -204, 
-48, -146, -97, 97, 24, -122, 39, 78, 19, -58, -87, -214, 
-48, -146, -97, 97, 24, -122, 39, 78, 19, -58, -87, -214, 
-48, -146, -97, 97, 24, -122, 39, 78, 19, -58, -87, -214, 
-48, -146, -97, 97, 24, -122, 39, 78, 19, -58, -87, -214, 
-58, -156, -97, 107, 19, -126, 39, 78, 19, -58, -97, -224, 
-58, -156, -97, 107, 19, -126, 39, 78, 19, -58, -97, -224, 
-58, -156, -97, 107, 19, -126, 39, 78, 19, -58, -97, -224, 
-58, -156, -97, 107, 19, -126, 39, 78, 19, -58, -97, -224, 
-48, -156, -107, 102, 29, -131, 29, 68, 19, -58, -107, -224, 
-48, -156, -107, 102, 29, -131, 29, 68, 19, -58, -107, -224, 
-48, -156, -107, 102, 29, -131, 29, 68, 19, -58, -107, -224, 
-48, -156, -107, 102, 29, -131, 29, 68, 19, -58, -107, -224, 
-48, -146, -97, 97, 24, -122, 29, 68, 19, -58, -122, -234, 
-48, -146, -97, 97, 24, -122, 29, 68, 19, -58, -126, -234, 
-48, -146, -97, 97, 24, -122, 29, 68, 19, -58, -131, -234, 
-48, -146, -97, 97, 24, -122, 29, 68, 19, -58, -136, -234, 
-58, -146, -87, 102, 14, -117, 39, 68, 9, -68, -151, -234, 
-58, -146, -87, 102, 14, -117, 39, 68, 9, -68, -156, -234, 
-58, -146, -87, 102, 14, -117, 39, 68, 9, -68, -161, -234, 
-58, -146, -87, 102, 14, -117, 39, 68, 9, -68, -165, -234, 
-58, -146, -87, 102, 14, -117, 39, 87, 29, -58, -165, -244, 
-58, -146, -87, 102, 14, -117, 39, 97, 29, -58, -165, -244, 
-58, -146, -87, 102, 14, -117, 39, 87, 39, -58, -175, -244, 
-58, -146, -87, 102, 14, -117, 39, 87, 48, -58, -175, -234, 
-48, -146, -97, 97, 24, -122, 48, 97, 48, -48, -165, -244, 
-58, -136, -78, 97, 9, -107, 48, 97, 58, -39, -156, -244, 
-58, -136, -78, 97, 9, -107, 48, 97, 58, -39, -156, -244, 
-58, -136, -78, 97, 9, -107, 39, 107, 78, -39, -156, -244, 
-48, -126, -78, 87, 14, -102, 39, 107, 87, -19, -156, -244, 
-39, -117, -78, 78, 19, -97, 39, 117, 97, -9, -146, -234, 
-39, -117, -78, 78, 19, -97, 48, 117, 107, 0, -146, -234, 
-39, -107, -68, 73, 14, -87, 48, 117, 126, 0, -136, -224, 
-39, -107, -68, 73, 14, -87, 48, 107, 146, 9, -126, -224, 
-39, -107, -68, 73, 14, -87, 48, 107, 165, 29, -107, -214, 
-39, -87, -48, 63, 4, -68, 68, 156, 234, 68, -78, -195, 
-39, -58, -19, 48, -9, -39, 87, 263, 351, 136, -48, -185, 
-29, -39, -9, 34, -9, -24, 97, 341, 458, 195, -19, -175, 
-29, -9, 19, 19, -24, 4, 87, 351, 507, 234, 19, -146, 
-19, 19, 39, 0, -29, 29, 48, 283, 497, 273, 68, -97, 
0, 68, 68, -34, -34, 68, -9, 146, 439, 302, 126, -39, 
19, 126, 107, -73, -43, 117, -87, -29, 351, 351, 204, 39, 
58, 185, 126, -122, -34, 156, -175, -204, 263, 380, 273, 117, 
87, 224, 136, -156, -24, 180, -263, -400, 136, 409, 322, 195, 
97, 273, 175, -185, -39, 224, -351, -556, 19, 429, 370, 273, 
107, 331, 224, -219, -58, 278, -419, -692, -48, 488, 419, 341, 
126, 419, 292, -273, -82, 356, -478, -819, -97, 566, 478, 409, 
146, 497, 351, -322, -102, 424, -536, -936, -117, 663, 566, 488, 
185, 546, 361, -366, -87, 453, -595, -1005, -117, 751, 673, 575, 
224, 595, 370, -409, -73, 483, -653, -1083, -136, 819, 780, 683, 
253, 653, 400, -453, -73, 527, -702, -1180, -214, 868, 839, 780, 
273, 702, 429, -488, -78, 566, -751, -1317, -341, 878, 849, 868, 
283, 761, 478, -522, -97, 619, -780, -1424, -497, 888, 839, 927, 
273, 829, 556, -551, -141, 692, -810, -1512, -634, 917, 839, 985, 
263, 917, 653, -590, -195, 785, -849, -1610, -810, 907, 829, 1054, 
253, 976, 722, -614, -234, 849, -888, -1747, -1044, 849, 800, 1122, 
253, 1024, 771, -639, -258, 897, -927, -1844, -1259, 761, 780, 1180, 
234, 1073, 839, -653, -302, 956, -946, -1912, -1434, 692, 771, 1268, 
224, 1122, 897, -673, -336, 1010, -966, -1961, -1571, 595, 732, 1346, 
224, 1171, 946, -697, -361, 1058, -985, -2010, -1717, 419, 663, 1434, 
214, 1210, 995, -712, -390, 1102, -1015, -2088, -1883, 214, 585, 1512, 
214, 1229, 1015, -722, -400, 1122, -1063, -2156, -2049, -19, 478, 1561, 
224, 1229, 1005, -727, -390, 1117, -1102, -2205, -2186, -244, 370, 1610, 
234, 1229, 995, -732, -380, 1112, -1122, -2215, -2283, -458, 283, 1668, 
224, 1210, 985, -717, -380, 1098, -1132, -2205, -2352, -663, 195, 1727, 
214, 1200, 985, -707, -385, 1093, -1132, -2196, -2410, -897, 78, 1786, 
204, 1171, 966, -688, -380, 1068, -1112, -2166, -2430, -1093, -39, 1834, 
214, 1151, 936, -683, -361, 1044, -1083, -2117, -2391, -1190, -78, 1912, 
224, 1132, 907, -678, -341, 1019, -1083, -2069, -2342, -1220, -78, 2010, 
214, 1122, 907, -668, -346, 1015, -1063, -2020, -2313, -1278, -136, 2098, 
185, 1102, 917, -644, -366, 1010, -1044, -1981, -2303, -1337, -204, 2176, 
175, 1083, 907, -629, -366, 995, -1005, -1961, -2313, -1376, -244, 2274, 
156, 1093, 936, -624, -390, 1015, -995, -1952, -2322, -1434, -312, 2342, 
146, 1093, 946, -619, -400, 1019, -985, -1942, -2322, -1503, -429, 2381, 
136, 1093, 956, -614, -409, 1024, -966, -1912, -2303, -1532, -517, 2459, 
146, 1083, 936, -614, -395, 1010, -966, -1864, -2235, -1522, -497, 2625, 
156, 1063, 907, -610, -375, 985, -966, -1795, -2137, -1493, -419, 2810, 
175, 1044, 868, -610, -346, 956, -956, -1727, -2030, -1444, -390, 2937, 
175, 1034, 858, -605, -341, 946, -936, -1649, -1961, -1405, -390, 3025, 
175, 1024, 849, -600, -336, 936, -917, -1590, -1893, -1346, -380, 3084, 
175, 1015, 839, -595, -331, 927, -897, -1522, -1786, -1259, -341, 3113, 
185, 1005, 819, -595, -317, 912, -849, -1434, -1649, -1132, -283, 3113, 
175, 956, 780, -566, -302, 868, -790, -1307, -1493, -1005, -234, 3084, 
156, 858, 702, -507, -273, 780, -702, -1161, -1327, -897, -214, 2928, 
146, 732, 585, -439, -219, 658, -614, -1015, -1171, -849, -273, 2586, 
136, 605, 468, -370, -165, 536, -536, -858, -1015, -819, -370, 2117, 
126, 478, 351, -302, -112, 414, -468, -722, -868, -780, -448, 1629, 
107, 370, 263, -239, -78, 317, -400, -595, -732, -692, -458, 1210, 
97, 292, 195, -195, -48, 244, -322, -478, -595, -595, -429, 927, 
78, 224, 146, -151, -34, 185, -253, -361, -478, -507, -429, 683, 
48, 146, 97, -97, -24, 122, -185, -263, -370, -439, -439, 478, 
29, 68, 39, -48, -4, 53, -117, -165, -263, -370, -419, 312, 
9, -9, -19, 0, 14, -14, -48, -68, -165, -302, -390, 165, 
-9, -58, -48, 34, 19, -53, -9, 0, -78, -263, -370, 58, 
-29, -87, -58, 58, 14, -73, 9, 39, -39, -234, -351, -39, 
-39, -117, -78, 78, 19, -97, 29, 78, -9, -204, -331, -126, 
-39, -146, -107, 92, 34, -126, 48, 126, 39, -175, -322, -214, 
-48, -165, -117, 107, 34, -141, 68, 156, 78, -146, -312, -273, 
-58, -195, -136, 126, 39, -165, 97, 195, 117, -107, -302, -312, 
-78, -214, -136, 146, 29, -175, 126, 224, 146, -87, -292, -341, 
-87, -224, -136, 156, 24, -180, 146, 244, 165, -78, -283, -351, 
-87, -239, -151, 163, 31, -195, 156, 253, 175, -68, -273, -370, 
-87, -244, -156, 165, 34, -200, 156, 263, 185, -68, -273, -380, 
-87, -248, -161, 168, 36, -204, 156, 273, 195, -68, -273, -390, 
-87, -253, -165, 170, 39, -209, 156, 283, 204, -68, -273, -400, 
-78, -258, -180, 168, 51, -219, 156, 297, 219, -63, -273, -429, 
-78, -263, -185, 170, 53, -224, 156, 302, 224, -58, -273, -448, 
-78, -268, -190, 173, 56, -229, 156, 307, 229, -53, -273, -468, 
-78, -273, -195, 175, 58, -234, 156, 312, 234, -48, -273, -488, 
-87, -287, -200, 187, 56, -244, 161, 322, 253, -39, -268, -492, 
-87, -292, -204, 190, 58, -248, 165, 331, 263, -39, -263, -497, 
-87, -297, -209, 192, 61, -253, 170, 341, 273, -39, -258, -502, 
-87, -302, -214, 195, 63, -258, 175, 351, 283, -39, -253, -507, 
-87, -302, -214, 195, 63, -258, 180, 356, 297, -34, -239, -517, 
-87, -302, -214, 195, 63, -258, 185, 361, 302, -29, -234, -527, 
-87, -302, -214, 195, 63, -258, 190, 366, 307, -24, -229, -536, 
-87, -302, -214, 195, 63, -258, 195, 370, 312, -19, -224, -546, 
-87, -312, -224, 200, 68, -268, 204, 385, 317, -14, -214, -556, 
