I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
165, 234, 68, -200, 48, 151, -712, -1102, -663, -331, -117, 214, 
165, 234, 68, -200, 48, 151, -712, -1102, -663, -331, -117, 214, 
165, 234, 68, -200, 48, 151, -712, -1102, -663, -331, -117, 214, 
165, 234, 68, -200, 48, 151, -712, -1102, -663, -331, -117, 214, 
117, 161, 43, -139, 36, 102, -614, -941, -575, -302, -146, 136, 
78, 97, 19, -87, 29, 58, -517, -790, -497, -283, -165, 68, 
39, 34, -4, -36, 21, 14, -419, -639, -419, -263, -185, 0, 
0, -29, -29, 14, 14, -29, -322, -488, -341, -244, -204, -68, 
-19, -34, -14, 26, -2, -24, -253, -405, -273, -204, -180, -58, 
-29, -39, -9, 34, -9, -24, -195, -322, -214, -165, -156, -58, 
-39, -43, -4, 41, -17, -24, -136, -239, -156, -126, -131, -58, 
-48, -48, 0, 48, -24, -24, -78, -156, -97, -87, -107, -58, 
-48, -53, -4, 51, -21, -29, -58, -126, -78, -73, -102, -53, 
-48, -58, -9, 53, -19, -34, -48, -107, -68, -68, -97, -48, 
-48, -63, -14, 56, -17, -39, -39, -87, -58, -63, -92, -43, 
-48, -68, -19, 58, -14, -43, -29, -68, -48, -58, -87, -39, 
-58, -73, -14, 65, -21, -43, -24, -63, -48, -68, -97, -48, 
-58, -78, -19, 68, -19, -48, -19, -58, -48, -68, -97, -58, 
-58, -82, -24, 70, -17, -53, -14, -53, -48, -68, -97, -68, 
-58, -87, -29, 73, -14, -58, -9, -48, -48, -68, -97, -78, 
-68, -97, -29, 82, -19, -63, 4, -39, -39, -63, -87, -68, 
-68, -97, -29, 82, -19, -63, 9, -29, -29, -58, -87, -68, 
-68, -97, -29, 82, -19, -63, 14, -19, -19, -53, -87, -68, 
-68, -97, -29, 82, -19, -63, 19, -9, -9, -48, -87, -68, 
-68, -97, -29, 82, -19, -63, 9, -19, -19, -58, -97, -73, 
-68, -97, -29, 82, -19, -63, 9, -19, -19, -58, -97, -78, 
-68, -97, -29, 82, -19, -63, 9, -19, -19, -58, -97, -82, 
-68, -97, -29, 82, -19, -63, 9, -19, -19, -58, -97, -87, 
-58, -97, -39, 78, -9, -68, 19, -14, -14, -53, -87, -78, 
-58, -97, -39, 78, -9, -68, 19, -9, -9, -48, -87, -78, 
-58, -97, -39, 78, -9, -68, 19, -4, -4, -43, -87, -78, 
-58, -97, -39, 78, -9, -68, 19, 0, 0, -39, -87, -78, 
-68, -97, -29, 82, -19, -63, 9, 0, -9, -48, -87, -87, 
-68, -97, -29, 82, -19, -63, 9, 0, -9, -48, -87, -87, 
-68, -97, -29, 82, -19, -63, 9, 0, -9, -48, -87, -87, 
-68, -97, -29, 82, -19, -63, 9, 0, -9, -48, -87, -87, 
-68, -107, -39, 87, -14, -73, 19, 0, 0, -39, -87, -87, 
-68, -107, -39, 87, -14, -73, 19, 0, 0, -39, -87, -87, 
-68, -107, -39, 87, -14, -73, 19, 0, 0, -39, -87, -87, 
-68, -107, -39, 87, -14, -73, 19, 0, 0, -39, -87, -87, 
-68, -97, -29, 82, -19, -63, 9, 0, 0, -48, -87, -78, 
-68, -97, -29, 82, -19, -63, 9, 0, 0, -48, -87, -78, 
-68, -97, -29, 82, -19, -63, 9, 0, 0, -48, -87, -78, 
-68, -97, -29, 82, -19, -63, 9, 0, 0, -48, -87, -78, 
-58, -97, -39, 78, -9, -68, 19, 0, 0, -39, -97, -78, 
-58, -97, -39, 78, -9, -68, 19, 0, 0, -39, -97, -78, 
-58, -97, -39, 78, -9, -68, 19, 0, 0, -39, -97, -78, 
-58, -97, -39, 78, -9, -68, 19, 0, 0, -39, -97, -78, 
-58, -97, -39, 78, -9, -68, 19, 9, 9, -39, -92, -68, 
-58, -97, -39, 78, -9, -68, 19, 9, 9, -39, -87, -68, 
-58, -97, -39, 78, -9, -68, 19, 9, 9, -39, -82, -68, 
-58, -97, -39, 78, -9, -68, 19, 9, 9, -39, -78, -68, 
-58, -97, -39, 78, -9, -68, 29, 9, 9, -39, -78, -68, 
-58, -97, -39, 78, -9, -68, 29, 9, 9, -39, -78, -68, 
-58, -97, -39, 78, -9, -68, 29, 9, 9, -39, -78, -68, 
-58, -97, -39, 78, -9, -68, 29, 9, 9, -39, -78, -68, 
-48, -97, -48, 73, 0, -73, 29, 9, 9, -39, -78, -78, 
-48, -97, -48, 73, 0, -73, 29, 9, 9, -39, -78, -78, 
-48, -97, -48, 73, 0, -73, 29, 9, 9, -39, -78, -78, 
-48, -97, -48, 73, 0, -73, 29, 9, 9, -39, -78, -78, 
-48, -97, -48, 73, 0, -73, 29, 0, 19, -29, -68, -78, 
-48, -97, -48, 73, 0, -73, 29, 0, 19, -29, -68, -78, 
-48, -97, -48, 73, 0, -73, 29, 0, 19, -29, -68, -78, 
-48, -97, -48, 73, 0, -73, 29, 0, 19, -29, -68, -78, 
-48, -97, -48, 73, 0, -73, 24, 0, 14, -34, -78, -78, 
-48, -97, -48, 73, 0, -73, 19, 0, 9, -39, -78, -78, 
-48, -97, -48, 73, 0, -73, 14, 0, 4, -43, -78, -78, 
-48, -97, -48, 73, 0, -73, 9, 0, 0, -48, -78, -78, 
-39, -97, -58, 68, 9, -78, 9, 9, 9, -39, -78, -68, 
-39, -97, -58, 68, 9, -78, 9, 9, 9, -39, -78, -68, 
-39, -97, -58, 68, 9, -78, 9, 9, 9, -39, -78, -68, 
-39, -97, -58, 68, 9, -78, 9, 9, 9, -39, -78, -68, 
-29, -87, -58, 58, 14, -73, 9, 9, 19, -29, -68, -68, 
-29, -87, -58, 58, 14, -73, 9, 9, 19, -29, -68, -68, 
-29, -87, -58, 58, 14, -73, 9, 9, 19, -29, -68, -68, 
-29, -87, -58, 58, 14, -73, 9, 9, 19, -29, -68, -68, 
-39, -87, -48, 63, 4, -68, 9, 9, 9, -29, -68, -68, 
-39, -87, -48, 63, 4, -68, 9, 9, 9, -29, -68, -68, 
-39, -87, -48, 63, 4, -68, 9, 9, 9, -29, -68, -68, 
-39, -87, -48, 63, 4, -68, 9, 9, 9, -29, -68, -68, 
-29, -78, -48, 53, 9, -63, 0, 9, 19, -29, -68, -58, 
-29, -78, -48, 53, 9, -63, 0, 9, 19, -29, -68, -58, 
-29, -78, -48, 53, 9, -63, 0, 9, 19, -29, -68, -58, 
-29, -78, -48, 53, 9, -63, 0, 9, 19, -29, -68, -58, 
-29, -78, -48, 53, 9, -63, -9, 19, 19, -19, -68, -48, 
