I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-29, -78, -48, 53, 9, -63, -126, 0, 29, -68, -117, -19, 
-29, -78, -48, 53, 9, -63, -126, 0, 29, -68, -117, -19, 
-29, -78, -48, 53, 9, -63, -126, 0, 29, -68, -117, -19, 
-29, -78, -48, 53, 9, -63, -126, 0, 29, -68, -117, -19, 
-19, -68, -48, 43, 14, -58, -126, 4, 34, -63, -107, -9, 
-19, -68, -48, 43, 14, -58, -126, 9, 39, -58, -107, -9, 
-19, -68, -48, 43, 14, -58, -126, 14, 43, -53, -107, -9, 
-19, -68, -48, 43, 14, -58, -126, 19, 48, -48, -107, -9, 
-29, -68, -39, 48, 4, -53, -122, 19, 39, -39, -102, -4, 
-29, -68, -39, 48, 4, -53, -117, 19, 39, -39, -97, 0, 
-29, -68, -39, 48, 4, -53, -112, 19, 39, -39, -92, 4, 
-29, -68, -39, 48, 4, -53, -107, 19, 39, -39, -87, 9, 
-29, -58, -29, 43, 0, -43, -97, 24, 43, -29, -78, 9, 
-29, -58, -29, 43, 0, -43, -97, 29, 48, -29, -78, 9, 
-29, -58, -29, 43, 0, -43, -97, 34, 53, -29, -78, 9, 
-29, -58, -29, 43, 0, -43, -97, 39, 58, -29, -78, 9, 
-29, -68, -39, 48, 4, -53, -97, 34, 48, -34, -87, 0, 
-29, -68, -39, 48, 4, -53, -97, 29, 48, -39, -87, 0, 
-29, -68, -39, 48, 4, -53, -97, 24, 48, -43, -87, 0, 
-29, -68, -39, 48, 4, -53, -97, 19, 48, -48, -87, 0, 
-29, -68, -39, 48, 4, -53, -87, 24, 48, -39, -78, 9, 
-29, -68, -39, 48, 4, -53, -87, 29, 48, -39, -78, 9, 
-29, -68, -39, 48, 4, -53, -87, 34, 48, -39, -78, 9, 
-29, -68, -39, 48, 4, -53, -87, 39, 48, -39, -78, 9, 
-19, -63, -43, 41, 12, -53, -87, 39, 48, -29, -68, 19, 
-19, -58, -39, 39, 9, -48, -87, 39, 48, -29, -68, 19, 
-19, -53, -34, 36, 7, -43, -87, 39, 48, -29, -68, 19, 
-19, -48, -29, 34, 4, -39, -87, 39, 48, -29, -68, 19, 
-19, -48, -29, 34, 4, -39, -87, 48, 48, -29, -78, 19, 
-19, -48, -29, 34, 4, -39, -87, 48, 48, -29, -78, 19, 
-19, -48, -29, 34, 4, -39, -87, 48, 48, -29, -78, 19, 
-19, -48, -29, 34, 4, -39, -87, 48, 48, -29, -78, 19, 
-19, -39, -19, 29, 0, -29, -78, 39, 48, -39, -82, 9, 
