I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-283, -253, 29, 268, -156, -112, -156, -936, -722, -692, -390, -175, 
-283, -253, 29, 268, -156, -112, -156, -936, -722, -692, -390, -175, 
-283, -253, 29, 268, -156, -112, -156, -936, -722, -692, -390, -175, 
-283, -253, 29, 268, -156, -112, -156, -936, -722, -692, -390, -175, 
-268, -248, 19, 258, -143, -114, -117, -814, -614, -600, -317, -156, 
-253, -244, 9, 248, -131, -117, -78, -702, -507, -517, -253, -136, 
-239, -239, 0, 239, -119, -119, -39, -590, -400, -434, -190, -117, 
-224, -234, -9, 229, -107, -122, 0, -478, -292, -351, -126, -97, 
-204, -209, -4, 207, -100, -107, 34, -395, -224, -292, -73, -78, 
-185, -185, 0, 185, -92, -92, 68, -322, -156, -234, -19, -58, 
-165, -161, 4, 163, -85, -78, 102, -248, -87, -175, 34, -39, 
-146, -136, 9, 141, -78, -63, 136, -175, -19, -117, 87, -19, 
-131, -126, 4, 129, -68, -61, 161, -146, 24, -78, 112, 0, 
-126, -117, 9, 122, -68, -53, 175, -117, 58, -48, 136, 19, 
-122, -107, 14, 114, -68, -46, 190, -87, 92, -19, 161, 39, 
-117, -97, 19, 107, -68, -39, 204, -58, 126, 9, 185, 58, 
-107, -82, 24, 95, -65, -29, 219, -53, 136, 14, 190, 48, 
-107, -78, 29, 92, -68, -24, 224, -48, 136, 19, 195, 48, 
-107, -73, 34, 90, -70, -19, 229, -43, 136, 24, 200, 48, 
-107, -68, 39, 87, -73, -14, 234, -39, 136, 29, 204, 48, 
-112, -73, 39, 92, -75, -17, 239, -34, 151, 34, 204, 43, 
-117, -78, 39, 97, -78, -19, 244, -29, 156, 39, 204, 39, 
-122, -82, 39, 102, -80, -21, 248, -24, 161, 43, 204, 34, 
-126, -87, 39, 107, -82, -24, 253, -19, 165, 48, 204, 29, 
-126, -78, 48, 102, -87, -14, 253, -9, 170, 58, 214, 39, 
-126, -78, 48, 102, -87, -14, 253, -9, 175, 58, 224, 39, 
-126, -78, 48, 102, -87, -14, 253, -9, 180, 58, 234, 39, 
-126, -78, 48, 102, -87, -14, 253, -9, 185, 58, 244, 39, 
-122, -68, 53, 95, -87, -7, 258, -9, 195, 58, 244, 48, 
